Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1.000000000000001,0.004804853488587702,8.567564842138175,-106.2435333230785
1.042342149835503,0.01454229993906055,8.887537965968214,-106.8173471972558
1.086477157323698,-0.01669083060843459,9.29211910823253,-106.6291323150093
1.132480935911949,0.05927904173796254,9.52542101506122,-107.3311208950213
1.180432613386182,-0.2808276370230114,10.16533818745847,-109.5237318546484
1.230414667972894,0.1504907590109112,10.08617469960009,-108.2379700623199
1.282513070204002,-0.05870958443372733,10.59787094302927,-109.8487267793646
1.33681743078857,-0.4021383391857581,11.23514638706429,-112.2329354377018
1.393421154745731,-0.6606901439150646,11.77282813249235,-114.6834361204062
1.452421602063933,-0.4700753414593806,12.10279647465209,-108.5987208829211
1.513920255162845,0.4284329921383315,11.13183921162161,-117.7311124933743
1.578022893445952,0.4721380297108601,11.40173798538265,-118.4555444286981
1.644839775244094,-0.6167640832606596,13.07269780764178,-113.1332438406175
1.714485827462871,-0.5350880827176212,13.09967693365498,239.6341259064181
1.787080843260151,-0.4715324407130629,13.46661610821758,-115.9862063870108
1.862749688093627,0.1589335591041066,13.00474758290544,-119.4107123551038
1.941622514492922,-0.05629455827387427,13.53983882456457,-119.5082985400114
2.023834985925567,-0.002205797215893679,13.7645205825135,239.8540017369998
2.109528510141959,0.04349559071831913,13.98324946592721,238.7882551909868
2.198850482400654,2.038038496908689e-05,14.29643985046552,237.9473163532883
2.291954538992329,0.0490388733754943,14.50411964382642,237.0035486154332
2.389000821498502,0.001565623633341783,14.80420269170479,235.9136339284582
2.49015625223953,0.02259408429261604,15.0305835730902,235.0021030479463
2.59559482138567,-0.007034342052751934,15.29669586908825,233.8052750346573
2.705497886225035,-0.04431271349440404,15.55844320506512,232.2652933289706
2.820054483103211,-0.08009299033161205,15.81743935743177,230.9346234549838
2.939461652571048,-0.09337011201749533,16.06697355030793,230.8659404625904
3.063924778299925,0.03295439732839564,16.12234651626176,228.2601626549222
3.193657940347408,0.1034199371169128,16.26379591766675,227.6791057831547
3.32888428338094,-0.05002470084271803,16.61180196395024,226.1219762615364
3.469836400492905,0.09102315420998237,16.67295789660752,225.9399665300647
3.616756733267256,0.0703763756488493,16.87424137435381,224.6208151735287
3.76989798878582,-0.01384451510759291,17.13226245174468,223.2783381633558
3.929523574291548,-0.006600910380406978,17.28691945471897,221.6938007854153
4.09590805025634,0.1412392945715002,17.31510350267997,221.988963049409
4.269337602632735,-0.03121472815385939,17.65527004782504,221.6720681623067
4.45011053510175,0.1880352422420906,17.57683213825679,220.7392461599043
4.638537782163581,0.005569212449193027,17.85248490816746,215.2648527201158
4.834943443953585,0.3238592956996231,17.68185986486869,216.4277115915584
5.039665343703652,0.2332327467334182,17.88928245675036,214.2732606855182
5.253055608807537,-0.17057612933199,18.44338370184682,214.8385778386442
5.475481276489892,-0.1373231706073229,18.51823373376379,213.1746702945767
5.707324925120514,-0.09003597570993382,18.57986218481933,212.4551135997064
5.948985332259865,-0.1300510278138963,18.72191019393352,211.3622861001717
6.200878160567618,0.1273608537424227,18.54554426349637,210.4198427365529
6.463436672754066,-0.0662987055553928,18.84487591781014,209.6763830510635
6.737112476804101,-0.009399424404095594,18.87157193954965,209.1930744085296
7.022376302755573,0.1037515840536448,18.81954555631982,207.0753222441949
7.31971881236813,0.1180155174574823,18.8735880097,205.4784584886521
7.629651443075167,0.03271892372191583,19.04470992970438,205.8052832857982
7.952707287670514,-0.01912946055511329,19.16378384671885,205.271671593278
8.289442011242951,0.2108187416316582,18.97560591138825,203.2230408895019
8.640434806935708,-0.1044717856142411,19.36693883461927,203.7008829789019
9.006289392174869,-0.04695162760217583,19.35989665458969,202.1136110359977
9.387635047080234,0.06510147981667094,19.27399217857523,201.2792932738966
9.785127696844718,0.04123723094669762,19.34724512690105,198.2718703991599
10.19945103994404,-0.1089140983865446,19.56536654484117,199.3825591905603
10.63131772411721,-0.1431521496607228,19.62466956483906,197.1431393788272
11.08147057214063,-0.1379223098547064,19.65790327165831,196.2715936876565
11.5506838595039,0.04833041344362513,19.50894249991223,198.3267298744027
12.03976464618555,-0.08004352302913074,19.67129351731121,196.5821089163888
12.54955416481851,0.01631015800780878,19.59487273168976,195.9479812152858
13.08092926763402,-0.06250190975105807,19.70699869007785,195.1889116225412
13.63480393467178,-0.06447286005631733,19.73183486040446,193.9991149205524
14.21213084585136,-0.05210879771701462,19.74747011831034,193.7227981620084
14.81390301960815,-0.114359041734492,19.84079330020245,193.6203182732275
15.44115552091302,-0.05181406534292633,19.78884006874,192.840874965179
16.09496724161279,0.0502536520978215,19.70219073806219,193.5159764499432
16.77646275615468,-0.03548496246116442,19.80566514191284,192.0290376237767
17.48681425588549,-0.1445159296968298,19.95128949979097,191.2108288852181
18.2272435652538,-0.01290780679883804,19.82112029292514,191.6172133540801
18.99902424338197,-0.006189278108421774,19.81437023155106,189.612262118819
19.80348377462359,0.02498707322851091,19.79831798603892,190.239284242842
20.64200585187364,-0.07175794210254699,19.92167843281496,190.0671069131552
21.51603275655899,0.1738635565342118,19.6472857702877,188.3842165523537
22.42706783940279,0.02649374629445507,19.8275655582869,189.1465959511512
23.37667810622976,0.07975239521933902,19.7798223724976,189.1814331904195
24.36649691326005,-0.122794940152764,20.01079850236658,187.4716222331348
25.39822677652761,-0.1102520045855923,20.00338052071983,187.1700408577412
26.47364230025542,0.003226273466609884,19.88917346460432,188.1357473868089
27.59459322922433,-0.07403192895027903,19.98053633426117,186.5740988107499
