Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
216.2718523727023,-0.008019986199222147,-40.37240148827399,-163.8336068485991
223.872113856834,-0.00709242564161335,-40.91617391643545,-163.4148587201058
231.7394649968481,-0.005672239221861586,-41.46299677836463,-163.4125406273522
239.8832919019491,-0.004575667848571618,-42.00616692528631,-163.192809350596
248.3133105295573,-0.004068480804926817,-42.56354315332813,-163.0593700462203
257.0395782768865,-0.002978586118367588,-43.0954854972707,-162.7563820305277
266.0725059798811,-0.002484582888264423,-43.64218321109967,-162.5469885040418
275.4228703338167,-0.002087423716116594,-44.1754679399732,-162.2354051400774
285.1018267503911,-0.001420908740404473,-44.69675216778862,-162.0564235740011
295.1209226666387,nan,nan,0
305.4921113215515,nan,nan,0
316.2277660168381,nan,nan,0
327.3406948788383,nan,nan,0
338.8441561392028,nan,nan,0
350.7518739525681,nan,nan,0
363.0780547701016,nan,nan,0
375.8374042884443,nan,nan,0
389.0451449942809,nan,nan,0
402.7170343254593,nan,nan,0
416.8693834703357,nan,nan,0
431.5190768277654,nan,nan,0
446.6835921509635,nan,nan,0
462.3810213992606,nan,nan,0
478.6300923226388,nan,nan,0
495.4501908047903,nan,nan,0
512.8613839913648,nan,nan,0
530.8844442309885,nan,nan,0
549.5408738576245,nan,nan,0
568.8529308438416,nan,nan,0
588.843655355589,nan,nan,0
609.5368972401693,nan,nan,0
630.9573444801933,nan,nan,0
653.1305526474727,nan,nan,0
676.0829753919818,nan,nan,0
699.8419960022737,nan,nan,0
724.4359600749902,nan,nan,0
749.8942093324562,nan,nan,0
776.2471166286919,nan,nan,0
803.5261221856177,nan,nan,0
831.7637711026713,nan,nan,0
860.9937521846011,nan,nan,0
891.2509381337459,nan,nan,0
922.5714271547639,nan,nan,0
954.9925860214364,nan,nan,0
988.5530946569396,nan,nan,0
1023.292992280755,nan,nan,0
1059.253725177289,nan,nan,0
1096.478196143186,nan,nan,0
1135.010815672316,nan,nan,0
1174.897554939529,nan,nan,0
1216.186000646368,nan,nan,0
1258.925411794167,nan,nan,0
1303.166778452299,nan,nan,0
1348.962882591654,nan,nan,0
1396.368361055938,nan,nan,0
1445.439770745928,nan,nan,0
1496.235656094433,nan,nan,0
1548.816618912482,nan,nan,0
1603.245390690042,nan,nan,0
1659.586907437561,nan,nan,0
1717.908387157588,nan,nan,0
1778.279410038923,nan,nan,0
1840.772001468956,nan,nan,0
1905.460717963248,nan,nan,0
1972.422736114854,nan,nan,0
2041.73794466953,nan,nan,0
2113.489039836648,nan,nan,0
2187.761623949553,nan,nan,0
2264.644307593061,nan,nan,0
2344.228815319923,nan,nan,0
2426.610095082417,nan,nan,0
2511.886431509582,nan,nan,0
2600.159563165274,nan,nan,0
2691.534803926917,nan,nan,0
2786.12116862977,nan,nan,0
2884.031503126605,nan,nan,0
2985.382618917959,nan,nan,0
3090.295432513591,nan,nan,0
3198.895109691397,nan,nan,0
3311.311214825911,nan,nan,0
3427.677865464504,nan,nan,0
3548.133892335755,nan,nan,0
3672.823004980847,nan,nan,0
3801.893963205612,nan,nan,0
3935.500754557775,nan,nan,0
4073.802778041128,nan,nan,0
4216.965034285823,nan,nan,0
4365.15832240166,nan,nan,0
4518.559443749225,nan,nan,0
4677.351412871983,nan,nan,0
4841.723675840994,nan,nan,0
5011.872336272725,nan,nan,0
5188.000389289613,nan,nan,0
5370.317963702529,nan,nan,0
5559.042572704038,nan,nan,0
5754.399373371572,nan,nan,0
5956.621435290107,nan,nan,0
6165.950018614824,nan,nan,0
6382.63486190549,nan,nan,0
6606.934480075958,nan,nan,0
6839.116472814292,nan,nan,0
7079.457843841377,nan,nan,0
7328.245331389039,nan,nan,0
7585.775750291837,nan,nan,0
7852.356346100716,nan,nan,0
8128.30516164099,nan,nan,0
8413.95141645195,nan,nan,0
8709.635899560806,nan,nan,0
9015.711376059569,nan,nan,0
9332.543007969911,nan,nan,0
9660.508789898133,nan,nan,0
10000,nan,nan,0
